diversity,alignment,correction_magnitude,product,method
1.5574369212362171,0.4030618768366837,3.777173624744144,0.6277434485282161,Harmony
2.3072280719098845,0.31468967351765376,3.5666801289333847,0.7260608486800874,Harmony
1.3598886763266576,0.5296602812495882,3.1891950100865794,0.7202790187713076,Harmony
1.9791479655896622,0.12025718373042221,4.021415326313471,0.23800676052760736,Harmony
2.898967122016852,0.31470123293852603,3.566433933960498,0.9123085275469538,Harmony
1.1307909330879407,0.48557908996907656,3.3231463622829898,0.5490884322341252,Harmony
1.0809819658537059,0.21646256277688097,3.270976959562982,0.233992126644284,Harmony
1.5875665389000333,0.3147276767374128,3.5658685989779477,0.49965112845406295,Harmony
1.8667133704172636,0.3152759977198223,3.5064240705121437,0.588529920315235,Harmony
1.6324167706246677,0.5057709028351671,3.2546802520284057,0.8256289038821061,Harmony
1.2331768777378298,0.24446482542877535,3.1545032116340077,0.3014683701389808,Harmony
2.642492802681849,0.31469804087250175,3.566501728792867,0.8315873080236642,Harmony
1.4187723364255995,0.2571233336133757,3.390762025163714,0.36479947278018793,Harmony
1.186982905028431,0.2286857648334916,3.256583084482337,0.2714460934807065,Harmony
2.0991983587656367,0.23546757142210537,3.6807365775408947,0.4942931394718139,Harmony
1.7015542028682724,0.11648673285623896,4.034252120231444,0.1982084898699271,Harmony
1.1422060565157819,0.08459935393600511,3.6903197784352293,0.09662989444302729,Harmony
1.5982749511304433,0.13859915820063257,2.978777294681423,0.2215195627998366,Harmony
1.2211346574493374,0.3498560078460031,3.278551983229142,0.42722129629762173,Harmony
2.003629723110227,0.49131146158909617,3.072572218830521,0.9844062477446416,Harmony
1.3937559464045803,0.19649267041064944,3.2864311579441856,0.273862827809758,Harmony
1.911310709573899,0.26984726176796353,3.3841002869121075,0.5157619613663,Harmony
2.1895985640300806,0.23546756303378225,3.6807368462207517,0.5155794378944321,Harmony
1.529213385567714,0.10407785570790484,3.5276278096753053,0.15915725008971318,Harmony
2.3212125571190967,0.3146944619450185,3.566740280683733,0.7304727367226146,Harmony
1.0889917113624035,0.12562496183245364,3.1879218078850236,0.1368045421757603,Harmony
1.7522181252774727,0.31468645031416,3.5667513170641967,0.5513993020197,Harmony
1.765669966118416,0.21746511153530135,3.7525634675936077,0.3839716161164731,Harmony
1.592079128124677,0.26652489032937005,4.135136414249123,0.42432871501910857,Harmony
1.5994504869492567,0.5234151548666407,3.2606254306824654,0.837176624328069,Harmony
1.9977615888248554,0.23546821922475616,3.680716226748213,0.47040936375620823,Harmony
1.8573188516826158,0.3146866901789812,3.5667452254779306,0.5844735220430285,Harmony
1.2115398769152674,0.48309994188813443,3.291693290186158,0.5852948441329232,Harmony
2.082772559824437,0.46772053395935337,3.0324485607284513,0.9741554937969749,Harmony
1.350551528332899,0.09266858696115504,3.9022066343289743,0.1251537017488381,Harmony
2.948184549945444,0.3146931598931662,3.5666115265212706,0.9277735119705439,Harmony
1.8625556357198427,0.31469317553836434,3.5666055776515533,0.5861335476215542,Harmony
1.085437634309555,0.1399047516850728,2.9851307799049764,0.15185788269771117,Harmony
2.3889889732086864,0.4895428640422177,3.1759828230803513,1.1695125041098573,Harmony
1.2348089894245868,0.473059898609588,3.2925050457796474,0.5841386153394029,Harmony
2.463513610371062,0.1877149835840327,3.366819846413157,0.46243841692984505,Harmony
1.5543782191369977,0.4778569176056774,3.1564403288650147,0.7427703845902078,Harmony
2.056320072980527,0.46946399818627066,3.267373828130165,0.965368243012122,Harmony
1.2762019168619037,0.2625438989728545,3.1715523162658488,0.33505902712955493,Harmony
1.5434057053576875,0.3504332099863382,3.2710823684714336,0.540860615639723,Harmony
1.2227103235727654,0.48708279690644135,3.218140480685625,0.5955611642122025,Harmony
1.855863258629592,0.31468606458210907,3.5667570360364422,0.5840143052606752,Harmony
1.3922159386868538,0.08263025443167134,3.712406019110117,0.11503915723752287,Harmony
2.758140214309704,0.31468558540313035,3.5667722586807944,0.8679469679639645,Harmony
1.1784093838349663,0.2608596945852115,3.3613715790757808,0.3073995119635366,Harmony
1.8554755992701608,0.253264494167329,3.3640706462052696,0.4699260890889789,Harmony
1.2099900490503357,0.3458776143696191,2.7102285280275904,0.4185084715765085,Harmony
1.1677174525091203,0.5068287148280866,3.2634435593268916,0.5918327357375246,Harmony
2.1672732289961574,0.31468850448580715,3.5667060119353744,0.682015971244927,Harmony
1.543054756243832,0.5243823117321266,3.1561649746881257,0.8091506202083937,Harmony
2.2860484070037903,0.314702149600798,3.5664262740222137,0.7194243477755727,Harmony
1.5138687203706966,0.15160800580463005,3.3247437713336176,0.22951461774540843,Harmony
1.351113718684682,0.4713433106268198,3.219528757355409,0.6368384131981517,Harmony
2.237474999803338,0.30451971256964894,2.755542083449146,0.6813552438218878,Harmony
1.9915877276820622,0.3242655658376417,2.6801120932533373,0.6458033214321269,Harmony
1.233516807806272,0.404503884314859,3.7697321318161947,0.4989623401253024,Harmony
2.1612974487477525,0.3147251434932803,3.5659337968770095,0.680214649688797,Harmony
1.7151389732538267,0.08843813892872911,3.7330296845077444,0.15168369879869972,Harmony
1.7540574711518717,0.3245550122669772,3.5882154900041563,0.5692881440666787,Harmony
1.4860490703048934,0.1839844686814355,3.7835363577943464,0.273409948634587,Harmony
1.2772280343891624,0.5227473681208626,3.142342340307328,0.6676675934671173,Harmony
1.3144336377494512,0.4110252191331464,2.8276891415043757,0.540265373991947,Harmony
1.2154694313049448,0.24832668850096642,3.4192133028983527,0.30183349885010985,Harmony
1.1422941798052115,0.23546778166896112,3.680729907608693,0.2689734765320986,Harmony
1.566392697547688,0.294517991787941,4.0375391784864485,0.4613308316330408,Harmony
1.561053824840202,0.17098330570228296,3.3006393584355194,0.26691414335037034,Harmony
2.01851579512967,0.5006672135096869,3.100867049009996,1.010604678572862,Harmony
1.5511853452844646,0.304753596486802,3.3218955984401117,0.47272931279306235,Harmony
1.5302769022392488,0.5284234989583937,3.1833997774830287,0.8086342750564757,Harmony
1.7655561737255523,0.29986458487207923,4.02297001486838,0.5294277691025493,Harmony
2.134519957651232,0.3164181888216095,3.9796377077382403,0.6754009390035814,Harmony
2.14932009767324,0.31468635500035774,3.566752646262341,0.6763617072658048,Harmony
2.153700375510904,0.5259818356385086,3.2279642346672563,1.1328072769265707,Harmony
1.318007593808658,0.22300947987633923,3.2066943986052308,0.2939281879683342,Harmony
1.9223574606521208,0.11923866483558045,3.4896229911275576,0.22921933694487576,Harmony
1.4914385322136445,0.46058285060110643,3.310492832501103,0.6869310106632905,Harmony
1.9576452351917348,0.050771044011567915,3.502477362551161,0.0993916923949558,Harmony
2.559237288311171,0.032135151197556264,3.552347778498573,0.08224147721030337,Harmony
1.7722708246037047,0.33123208191113196,3.6397367750861847,0.5870329549438437,Harmony
2.54746860671497,0.10841501967138543,3.423960171965768,0.2761838591092403,Harmony
1.2207620318478305,0.25135787023867506,2.740646752344705,0.30684814439350827,Harmony
2.590094324977906,0.31468523727286785,3.56677517187778,0.8150644472147809,Harmony
1.6241376693547074,0.5155410809343302,3.1881710719899865,0.8373096896452895,Harmony
1.143672609898165,0.24805443782646794,3.802603549352785,0.2836930663058187,Harmony
1.8951451237696666,0.23546810315172367,3.6807196744464123,0.44624622749128195,Harmony
1.4708736351386766,0.3291323024853224,3.594906735546315,0.48411202619814864,Harmony
2.8830381478434957,0.30282485159065536,3.342907077447034,0.8730555992509045,Harmony
1.1910176089431281,0.39027893146490766,3.086604659024302,0.4648290797742133,Harmony
2.0952005370335245,0.3152954971188419,2.695898188218531,0.6606072948876497,Harmony
1.7094880507110823,0.31468747919136053,3.566736449430112,0.5379544853860232,Harmony
1.7721772523275883,0.3502018167511222,2.755597324113922,0.6206196933701333,Harmony
1.759238541419751,0.2572356311609248,3.545608017289062,0.45253883656473437,Harmony
1.7658304153945525,0.3340353322675543,3.9384637762225725,0.5898497495344728,Harmony
2.046296651612697,0.331545162790455,2.6800680867170064,0.6784397564764946,Harmony
2.009289844923751,0.244388727228399,3.1574536005205,0.49104778783386266,Harmony
1.3169121318692831,0.2521294572094523,3.579883438032144,0.332032341000745,Harmony
1.8571781355401162,0.4632522126012084,3.0062384239461473,0.8603418804835458,Harmony
2.694519481662902,0.3209207124020999,3.627518945171415,0.8647271116365955,Harmony
1.7022179545261702,0.26843051427454256,3.3938514681965706,0.45692724094081977,Harmony
1.174556834650626,0.5190767451235765,3.1895636556368028,0.6096851386930978,Harmony
1.2714344069369938,0.25085688907910564,3.6375313547866637,0.3189480799923519,Harmony
1.6207604902074864,0.15963297391792158,3.2979735517420092,0.25872681706048944,Harmony
1.257078400404705,0.5212781899916009,3.030627177628862,0.6552875532405016,Harmony
2.2650488719227013,0.1572208198276616,3.3932919884877126,0.35611284059340714,Harmony
1.1133602148300192,0.27682692657970737,3.549742812206784,0.30820808644751696,Harmony
1.1784640385870246,0.3245664078946431,3.6119682826565627,0.38248983983720464,Harmony
1.46052620516637,0.40840854362806445,3.278791053637341,0.5964913803826208,Harmony
1.3822444576170219,0.40564528667568656,3.7661767394393224,0.5607009492659357,Harmony
1.7291671945734284,0.314686432340277,3.566754547255979,0.5441454553801578,Harmony
1.678465365836,0.5335705800589741,3.2421940757468244,0.8955797388580127,Harmony
1.2669187969912488,0.3025505218256235,3.3431929350973135,0.38330694314039343,Harmony
1.0438285297707828,0.3055523564030161,3.53989501311779,0.3189442669521585,Harmony
1.4949673436644797,0.15447078830925748,3.1408107584379965,0.23092878407244882,Harmony
2.6885352574342405,0.14521313641874578,3.1810833984032527,0.39041063710440616,Harmony
1.8331777772066349,0.23546784618668254,3.6807278436821584,0.4316544228761365,Harmony
1.6048973131432485,0.3223466867180863,3.9637467296844076,0.5173333314144851,Harmony
1.4746589783112956,0.14516407510606247,2.6130732053229777,0.21406750668341026,Harmony
1.140610330544921,0.4802786067482246,3.0587388925809376,0.5478107403967465,Harmony
2.8231939010418388,0.22329076064992287,3.6160484065159806,0.6303931136258553,Harmony
1.5626915213077899,0.24671389541016106,3.5312874179172793,0.38553771254627556,Harmony
1.7854189452642937,0.24465717297153391,2.6439713331373733,0.43681555171817993,Harmony
1.9137814099651302,0.06984495249201281,3.4725632449852606,0.13366797165911182,Harmony
1.7460109290338384,0.18089465465249896,3.2689384099710614,0.31584404402706506,Harmony
1.1018526589091526,0.4551551760625266,3.2837934155471107,0.5015139409607584,Harmony
1.5080013366832434,0.4821420342451188,3.2955947613335224,0.7270708321128173,Harmony
1.1476353493691047,0.46389243743980346,3.298202406239096,0.5323793595109144,Harmony
1.398794794641738,0.5086603484150497,3.2169509214762773,0.7115114476036244,Harmony
1.9936423723035523,0.4841288809706475,3.2736132379639806,0.9651798507589858,Harmony
1.7139069420464577,0.5371538373405667,3.1287020643698766,0.9206316907648909,Harmony
2.2322283197864783,0.21949410653290366,3.6685839858985583,0.4899609606289778,Harmony
2.2224954148118434,0.499591773503434,3.265066382799767,1.110340425889099,Harmony
1.1462554326074028,0.20568481777171888,3.7700972841352476,0.23576733977569644,Harmony
1.6270026508700024,0.2562133671698836,3.5033219850329265,0.4168598275737298,Harmony
2.236333960518541,0.4182776252332744,3.327243043791258,0.9354084582342185,Harmony
1.4957369210610363,0.48152665260048383,2.930040009588529,0.720237192769475,Harmony
1.5182692488091996,0.36534742177977875,3.6707940180151453,0.5546957556199624,Harmony
2.0441272379309368,0.23290963770953604,3.349457298687139,0.47609693441868906,Harmony
2.0384530085903476,0.408639199472115,3.342765137709098,0.832991805591884,Harmony
2.521958871036477,0.2089918510475044,3.5373936198168883,0.5270688527235877,Harmony
1.3819025732779706,0.3803110351044746,3.335387180582221,0.525552798056882,Harmony
1.3329171613858535,0.2872082737394015,3.5792594175728767,0.38282483695925423,Harmony
1.097532066404836,0.1386266986125808,3.442556739624422,0.15214724698714624,Harmony
1.4769315872426476,0.3225086960746004,3.522958971632018,0.47632328039301625,Harmony
1.0730489916559989,0.28221342534505467,3.6868330670998337,0.3028288314982964,Harmony
1.1398974884701263,0.2693042783200146,3.49247617109404,0.3069792704912445,Harmony
1.2021825070715295,0.3528762816524525,3.3867658019231976,0.42422169296302453,Harmony
1.5140074763373514,0.19532506610614606,3.59382139139044,0.29572361040079254,Harmony
1.5349663440325017,0.2873756034816734,3.3402804322200566,0.4411118794403981,Harmony
1.6415113824135361,0.4903736440295539,3.278917309205232,0.8049539183101163,Harmony
1.5140387791237855,0.522479504532276,3.2067750626720595,0.7910542311592474,Harmony
1.7903354089783807,0.3202464476581201,3.9686981319332912,0.5733485548418741,Harmony
1.2887567412613676,0.3313674227036987,3.60879427012763,0.4270519998437968,Harmony
1.8331996474199475,0.2453101163436601,3.470915204739459,0.449702418789744,Harmony
1.6039682497463443,0.32259830362374864,3.607478487936034,0.5174374364345239,Harmony
2.147945885316585,0.33393173678481863,3.938451444275604,0.7172673000035721,Harmony
1.0638797002644118,0.32930325034508007,3.497745176672799,0.35033904327322035,Harmony
1.4995425592080136,0.4807954871755377,3.2991113436695714,0.7209732952948695,Harmony
1.1014415291142479,0.26734024702912246,3.1221498639187018,0.2944596504815374,Harmony
2.198104656033994,0.13785334665711252,3.443227175475186,0.3030160831368673,Harmony
2.0618423777786514,0.31469549560596655,3.5665601975761083,0.6488525089364372,Harmony
1.3736658331558107,0.3641689087128953,3.87352233362518,0.5002463873965417,Harmony
1.0951813533761658,0.3983219669708976,3.2754109201379866,0.4362347908666441,Harmony
1.8102620013887314,0.09719609802244368,3.8435432952759423,0.1759504029332842,Harmony
1.7426652678992487,0.3146891525879397,3.566709260058662,0.5483978563996496,Harmony
2.0693546811237145,0.235479166166068,3.6803676678666912,0.4872899148128618,Harmony
2.949857244000939,0.3873053783231005,2.870068286993742,1.1424955758869224,Harmony
1.0829637354337118,0.1737628539797746,3.2835856363651503,0.1881788694255593,Harmony
1.64553571701096,0.147750535651757,3.235531715783066,0.24312878362246734,Harmony
2.8956957073353857,0.3146870740082931,3.5667367507813084,0.9112380093597472,Harmony
1.2665434780350293,0.2750755675041574,4.099472528473348,0.348395165989175,Harmony
2.0855085581630965,0.5108611432184629,3.2456205560805653,1.0654052862150878,Harmony
1.6860857078989648,0.41601102852788757,3.3382285014414563,0.7014302495292197,Harmony
1.6415435055886622,0.27289096113653577,3.4640235703562388,0.44796238498752833,Harmony
1.971344863347694,0.2882827635833925,4.056505978019322,0.5683047451817984,Harmony
1.194478618277734,0.24411252803841954,3.146441930511722,0.291587195195616,Harmony
1.4586239531314178,0.16035068632751903,3.2789249430669973,0.2338913519783818,Harmony
2.102708371551597,0.2830677077440588,4.074416463601224,0.5952088387893533,Harmony
1.2989861829203204,0.49249216692519926,3.273781344912995,0.6397405200323218,Harmony
1.3844605806505088,0.40521602399845075,3.7711709857074176,0.5610056118737856,Harmony
1.836430657031606,0.26175905820345075,3.5601547707833574,0.48070235924053745,Harmony
1.5986367301622946,0.5227917300075869,3.2106513596197233,0.8357540618152179,Harmony
2.618843027401015,0.4825110233992252,3.2812759444387054,1.2636206292731889,Harmony
1.282524580193882,0.2217445320836932,3.6138485132150993,0.28439281292092744,Harmony
1.2330766280188892,0.3201270827101818,3.6251864310463677,0.394741223685795,Harmony
1.800976273574528,0.23546758790604497,3.680736057526407,0.4240715390146115,Harmony
1.3479116221212417,0.45700254438317794,3.3147399012523007,0.6159990409130641,Harmony
